Country	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018
Cyprus	15907.0	15907.0	15907.0	15907.0	15907.0	15907.0	16403.0	16899.0	17395.0	17891.0	18387.0	19242.6	20098.2	20953.8	21809.4	22665.0	23334.8	24004.6	24674.4	25344.2	26014.0	26670.0	24593.0	23297.0	23805.0	26213.0	26312.0	26951.0	27792.0
Czechia	13864.0	13864.0	13864.0	13864.0	13864.0	13864.0	14130.6	14397.2	14663.8	14930.4	15197.0	15724.6	16252.2	16779.8	17307.4	17835.0	18022.8	18210.6	18398.4	18586.2	18774.0	19604.0	19840.0	19987.0	20241.0	21420.0	22148.0	23255.0	24114.0
Ivory Coast	1570.0	1570.0	1570.0	1570.0	1570.0	1570.0	1577.6	1585.2	1592.8	1600.4	1608.0	1605.6	1603.2	1600.8	1598.4	1596.0	1512.2	1428.4	1344.6	1260.8	1177.0	1110.0	1222.0	1301.0	1423.0	1522.0	1671.0	1701.0	1790.0
Denmark	27635.0	27635.0	27635.0	27635.0	27635.0	27635.0	28579.4	29523.8	30468.2	31412.6	32357.0	32950.2	33543.4	34136.6	34729.8	35323.0	35650.8	35978.6	36306.4	36634.2	36962.0	37919.0	38064.0	38794.0	39155.0	39378.0	40102.0	40607.0	41027.0
Djibouti	1204.0	1204.0	1204.0	1204.0	1204.0	1204.0	1192.2	1180.4	1168.6	1156.8	1145.0	1186.0	1227.0	1268.0	1309.0	1350.0	1461.4	1572.8	1684.2	1795.6	1907.0	1999.0	2070.0	2229.0	2374.0	2575.0	2741.0	2803.0	2900.0
Dominican Republic	3250.0	3250.0	3250.0	3250.0	3250.0	3250.0	3498.6	3747.2	3995.8	4244.4	4493.0	4666.4	4839.8	5013.2	5186.6	5360.0	5726.8	6093.6	6460.4	6827.2	7194.0	7753.0	8030.0	8185.0	8614.0	9554.0	10144.0	10504.0	11175.0
Ecuador	4649.0	4649.0	4649.0	4649.0	4649.0	4649.0	4599.8	4550.6	4501.4	4452.2	4403.0	4583.4	4763.8	4944.2	5124.6	5305.0	5475.0	5645.0	5815.0	5985.0	6155.0	6493.0	6881.0	7059.0	7083.0	7242.0	7321.0	7370.0	7319.0
Egypt	2465.0	2465.0	2465.0	2465.0	2465.0	2465.0	2489.4	2513.8	2538.2	2562.6	2587.0	2651.8	2716.6	2781.4	2846.2	2911.0	3054.8	3198.6	3342.4	3486.2	3630.0	4541.0	4609.0	4143.0	4230.0	4383.0	4195.0	4243.0	4365.0
El Salvador	3153.0	3153.0	3153.0	3153.0	3153.0	3153.0	3240.8	3328.6	3416.4	3504.2	3592.0	3638.0	3684.0	3730.0	3776.0	3822.0	4004.2	4186.4	4368.6	4550.8	4733.0	4898.0	4891.0	5330.0	5133.0	5140.0	5177.0	5117.0	5234.0
Equatorial Guinea	1318.0	1318.0	1318.0	1318.0	1318.0	1318.0	2354.8	3391.6	4428.4	5465.2	6502.0	8128.8	9755.6	11382.4	13009.2	14636.0	14829.0	15022.0	15215.0	15408.0	15601.0	16119.0	17362.0	16826.0	16400.0	16918.0	15356.0	14097.0	12783.0
