Country	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018
Greece	20686.0	20798.2	20910.4	21022.6	21134.8	21247.0	21965.4	22683.8	23402.2	24120.6	24839.0	25783.0	26727.0	27671.0	28615.0	29559.0	29392.4	29225.8	29059.2	28892.6	28726.0	26141.0	24364.0	23746.0	24082.0	24135.0	24189.0	24602.0	25141.0
Grenada	7238.0	7213.6	7189.2	7164.8	7140.4	7116.0	7600.4	8084.8	8569.2	9053.6	9538.0	9970.2	10402.4	10834.6	11266.8	11699.0	11562.0	11425.0	11288.0	11151.0	11014.0	11040.0	10847.0	11027.0	11758.0	12436.0	12823.0	13397.0	13970.0
Guatemala	5101.0	5200.4	5299.8	5399.2	5498.6	5598.0	5692.6	5787.2	5881.8	5976.4	6071.0	6110.6	6150.2	6189.8	6229.4	6269.0	6358.0	6447.0	6536.0	6625.0	6714.0	6845.0	6899.0	7005.0	7148.0	7293.0	7368.0	7423.0	7509.0
Guinea	1343.0	1358.6	1374.2	1389.8	1405.4	1421.0	1440.6	1460.2	1479.8	1499.4	1519.0	1534.8	1550.6	1566.4	1582.2	1598.0	1611.6	1625.2	1638.8	1652.4	1666.0	1721.0	1784.0	1813.0	1837.0	1860.0	2007.0	2213.0	2338.0
Guinea-Bissau	1634.0	1649.2	1664.4	1679.6	1694.8	1710.0	1650.2	1590.4	1530.6	1470.8	1411.0	1403.6	1396.2	1388.8	1381.4	1374.0	1385.4	1396.8	1408.2	1419.6	1431.0	1507.0	1442.0	1450.0	1426.0	1474.0	1527.0	1577.0	1596.0
Guyana	2875.0	3091.2	3307.4	3523.6	3739.8	3956.0	4088.2	4220.4	4352.6	4484.8	4617.0	4639.4	4661.8	4684.2	4706.6	4729.0	4948.2	5167.4	5386.6	5605.8	5825.0	6107.0	6400.0	6686.0	6906.0	7087.0	7285.0	7399.0	7617.0
Haiti	2114.0	2030.4	1946.8	1863.2	1779.6	1696.0	1708.2	1720.4	1732.6	1744.8	1757.0	1720.4	1683.8	1647.2	1610.6	1574.0	1561.2	1548.4	1535.6	1522.8	1510.0	1569.0	1591.0	1634.0	1657.0	1654.0	1655.0	1653.0	1656.0
Honduras	3208.0	3213.6	3219.2	3224.8	3230.4	3236.0	3249.4	3262.8	3276.2	3289.6	3303.0	3373.4	3443.8	3514.2	3584.6	3655.0	3706.6	3758.2	3809.8	3861.4	3913.0	3984.0	4072.0	4111.0	4162.0	4247.0	4338.0	4469.0	4560.0
Hong Kong	26974.0	28050.8	29127.6	30204.4	31281.2	32358.0	32689.8	33021.6	33353.4	33685.2	34017.0	35398.2	36779.4	38160.6	39541.8	40923.0	42360.0	43797.0	45234.0	46671.0	48108.0	50086.0	50378.0	51732.0	52789.0	53592.0	54420.0	56088.0	57322.0
Hungary	15327.0	15327.0	15327.0	15327.0	15327.0	15327.0	15853.6	16380.2	16906.8	17433.4	17960.0	18860.8	19761.6	20662.4	21563.2	22464.0	22452.2	22440.4	22428.6	22416.8	22405.0	22841.0	22585.0	23121.0	24163.0	25077.0	25725.0	26861.0	28243.0
